href,payment,description,details
https://www.linkedin.com/jobs/view/data-scientist-iii-remote-work-option-at-nike-4279141318?position=23&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=0iOMpZYqK2RVZCHcYRyEgQ%3D%3D,"$107,700.00/yr - $212,600.00/yr","Open to remote work except in South Dakota, Vermont and West Virginia.

The annual base salary for this position ranges from $107,700.00 in our lowest geographic market to $212,600.00 in our highest geographic market. Actual salary will vary based on a candidate's location, qualifications, skills and experience.





We’re looking for a Data Scientist III to join our Reporting + Intelligence team in the Consumer Product & Innovation organization. You will work with diverse cross-functional team members leveraging data-driven insights and AI to inform and optimize all stages of Nike's merchandising and apparel & footwear product creation lifecycle.



You will partner with cross-functional teams to develop data-driven insights, predictive models, and optimization solutions for Nike's apparel and footwear product merchandising, design and development functions. Leveraging your deep expertise in statistical analysis, machine learning, and applied data science you will help solve complex problems across the apparel and footwear product lifecycle. You will be responsible for developing scalable models, conducting exploratory data analysis, and generating actionable insights that drive data-driven decisions for our merchants and creators.







You will spend much of your time with peer data scientists, machine learning engineers, and merchandising, apparel and footwear creation Product Managers in CP&I delivery teams.





We offer a number of accommodations to complete our interview process including screen readers, sign language interpreters, accessible and single location for in-person interviews, closed captioning, and other reasonable modifications as needed. If you discover, as you navigate our application process, that you need assistance or an accommodation due to a disability, please complete the Candidate Accommodation Request Form.
Show more","Seniority level
Mid-Senior level"
https://www.linkedin.com/jobs/view/data-scientist-at-visa-4289520556?position=24&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=e%2BSx%2F929fg0Ms3uDpKPFgA%3D%3D,"$111,000.00/yr - $155,350.00/yr","Visa is a world leader in payments and technology, with over 259 billion payments transactions flowing safely between consumers, merchants, financial institutions, and government entities in more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable, and secure payments network, enabling individuals, businesses, and economies to thrive while driven by a common purpose – to uplift everyone, everywhere by being the best way to pay and be paid.































































Show more","Seniority level
Mid-Senior level"
https://www.linkedin.com/jobs/view/jr-data-analyst-part-time-at-lensa-4288675015?position=25&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=q1zR9Vud2IzTd1zcyYhMTQ%3D%3D,,"Lensa is a career site that helps job seekers find great jobs in the US. We are not a staffing firm or agency. Lensa does not hire directly for these jobs, but promotes jobs on LinkedIn on behalf of its direct clients, recruitment ad agencies, and marketing partners. Lensa partners with DirectEmployers to promote this job for Insight Global. Clicking ""Apply Now"" or ""Read more"" on Lensa redirects you to the job board/employer site. Any information collected there is subject to their terms and privacy notice.



Insight Global's banking client is looking to bring on a Jr. Data Analyst part-time to help improve business operations. The analyst's primary duties involve collaborating with internal teams to identify data needs, designing analytical approaches, and verifying the integrity of data. Day-to-day they will extract data using SQL and build and update Power BI dashboards and reports to showcase key metrics and trends. Additional responsibilities include gaining familiarity with data sources, assisting with ongoing business intelligence efforts, resolving data processing issues, and supporting cross-functional analytical initiatives. Also, they will design, implement, and maintain robust ETL processes to automate financial and operational processes. This data analyst must have great written and verbal communication skills, and a collaborative spirit.

We are a company committed to creating inclusive environments where people can bring their full, authentic selves to work every day. We are an equal opportunity employer that believes everyone matters. Qualified candidates will receive consideration for employment opportunities without regard to race, religion, sex, age, marital status, national origin, sexual orientation, citizenship status, disability, or any other status or characteristic protected by applicable laws, regulations, and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or recruiting process, please send a request to Human Resources Request Form (https://airtable.com/app21VjYyxLDIX0ez/shrOg4IQS1J6dRiMo) . The EEOC ""Know Your Rights"" Poster is available here (https://www.eeoc.gov/sites/default/files/2023-06/22-088_EEOC_KnowYourRights6.12ScreenRdr.pdf) .

To learn more about how we collect, keep, and process your private information, please review Insight Global's Workforce Privacy Policy: https://insightglobal.com/workforce-privacy-policy/ .





We are a company committed to creating diverse and inclusive environments where people can bring their full, authentic selves to work every day. We are an equal employment opportunity/affirmative action employer that believes everyone matters. Qualified candidates will receive consideration for employment without regard to race, color, ethnicity, religion,sex (including pregnancy), sexual orientation, gender identity and expression, marital status, national origin, ancestry, genetic factors, age, disability, protected veteran status, military oruniformed service member status, or any other status or characteristic protected by applicable laws, regulations, andordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request to HR@insightglobal.com.

If you have questions about this posting, please contact support@lensa.com
Show more","Seniority level
Entry level"
https://www.linkedin.com/jobs/view/data-scientist-music-at-spotify-4289230160?position=26&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=CXOg%2FVnFiNVK0JE6SL5Ccw%3D%3D,"$110,018.00/yr - $157,169.00/yr","The Music Mission enables Music creators to grow, engage & monetize their fan bases on Spotify. Central to the Music Mission’s vision is the development of promotional tools for artists and labels teams, powered by Spotify’s deep knowledge of listener behaviors. Products like Discovery Mode, Marquee, Showcase, Music Videos, Clips, Listening Parties, Concert Listings enable artists and their teams to connect with collaborators and grow & monetize their audience.

We’re looking for a Data Scientist to join Native Ads within the Music Mission. Native Ads is focused on building visual promotional formats that empower artist teams to build audiences of fans with formats, targeting & measurement tools that are purpose built for music.

In this role, you will partner cross-functionally with product, engineering and user research to build the technology that makes this a reality. You will tackle complex problems to develop a behavioral understanding of customer needs, as well as to forecast and predict the value that our tools deliver to artists & to Spotify. In doing so, you will have a proven impact on bringing Spotify’s two-sided marketplace vision to life, encompassing a varied set of artist needs, preferences, and goals.

As part of the Product Insights team, you will help us define the next generation of promotion products for the music industry. You’ll also be connected to the broader Spotify insights community which expands the influence of your team's work.

What You'll Do



Who You Are



Where You'll Be



The United States base range for this position is $110,018 - $157,169 plus equity. The benefits available for this position include health insurance, six month paid parental leave, 401(k) retirement plan, a monthly meal allowance, 23 paid days off, 13 paid flexible holidays. These ranges may be modified in the future.

Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.

At Spotify, we are passionate about inclusivity and making sure our entire recruitment process is accessible to everyone. We have ways to request reasonable accommodations during the interview process and help assist in what you need. If you need accommodations at any stage of the application or interview process, please let us know - we’re here to support you in any way we can.

Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service.
Show more","Seniority level
Mid-Senior level"
https://www.linkedin.com/jobs/view/data-scientist-at-standard-motor-products-4276863988?position=27&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=Eq7At7NJ43JqjQ%2Brui08Iw%3D%3D,,"Role Overview

We’re seeking a detail-oriented and intellectually curious Entry-Level Data Analyst to join our data-driven team. In this support role, you’ll work closely with experienced analysts and cross-functional teams to transform raw data into actionable insights that shape strategic business decisions.













Join a data-driven team where curiosity meets impact. We’re looking for a passionate and detail-oriented Data Analyst with a strong foundation in business intelligence to shape smarter decisions through insightful analytics and scalable solutions.








Education:


















Show more","Seniority level
Entry level"
https://www.linkedin.com/jobs/view/data-analyst-at-the-value-maximizer-4289975030?position=28&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=30Pjx%2FDPVe0gF2KazADHWw%3D%3D,,"Key Responsibilities

Collect, clean, and analyze structured and unstructured datasets from multiple sources (databases, cloud storage, APIs, spreadsheets)




Show more","Seniority level
Mid-Senior level"
https://www.linkedin.com/jobs/view/jr-data-scientist-austin-jr-developer-program-at-amazon-4278528600?position=29&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=NRUEcxYoSWugaW5afr3yIw%3D%3D,$16.83/hr - $75.63/hr,"Description

The Jr. Data Scientist role is a unique employment opportunity for students seeking to gain on-the-job data science & analytics experience and receive excellent mentoring while completing their education. Jr. Data Scientists are immersed in an Amazon team and work on exciting, meaningful projects that impact real Amazon customers. Paired 1:1 with an Amazon Jr. Data Science Mentor, Jr. Data Scientists receive guidance and support in all aspects of their role: skill development, career advisement, project collaboration, and more! Upon successful completion of the Jr. Data Scientist Program, the opportunity for full-time employment may be available at an Amazon corporate site.

The Jr. Data Scientist role is part of the Jr Developer Program, a unique internship program in several respects:



Jrs. who participate in the Jr. Developer Program routinely acknowledge the valuable learning experience created by the uniform excellence of their teams, mentoring offered by experienced Amazonians, and the challenge of being a principal contributor to science and software products.

Key job responsibilities











Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status.

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $16.83/hr in our lowest geographic market up to $75.63/hr in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. This position will remain posted until filled. Applicants should apply via our internal or external career site.


- Amazon.com Services LLC

Job ID: A3048199
Show more","Seniority level
Associate"
https://www.linkedin.com/jobs/view/data-scientist-at-delart-4287613738?position=30&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=2WOxAHtoNlqWgvfXF3JIqw%3D%3D,,"About the job

Delart is home to a team of world-class engineers and project leaders dedicated to developing the next generation of advanced networking technologies, consumer devices, and innovative technology solutions. Trusted by some of the world's leading technology companies, we deliver highly scalable, mission-critical solutions that power both consumer and business applications globally. Since our founding in 2017, we have been at the forefront of designing cutting-edge networking, telecommunications, and consumer products, while driving end-to-end project execution and creating transformative technology applications.



Join a leading technology firm as a Data Scientist where you will harness your expertise in Python and statistical modeling to drive impactful data-driven insights. This role involves leveraging your robust skills in the Python data science stack and SQL to build and maintain data pipelines, develop statistical models, and provide actionable insights to cross-functional teams. A background in networking is advantageous, enriching the breadth of data-based solutions.















Delart provides competitive benefits and compensation across all regions where we operate. In the United States, our benefits package includes premium PPO and HMO medical insurance, dental and vision coverage, flexible spending accounts (FSA), life insurance, short- and long-term disability insurance, a company-matched 401(k) plan, and a generous paid time off policy.

Join us in shaping the future of technology. Apply today!

Show more","Seniority level
Entry level"
https://www.linkedin.com/jobs/view/manager-marketing-business-operations-growth-marketing-strategy-at-netflix-4286766258?position=31&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=NX3W2gQf9fAqOgk0iDPmAg%3D%3D,"$225,000.00/yr - $325,000.00/yr","Netflix is one of the world's leading entertainment services, with over 300 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.

The Marketing Business Operations (BizOps) team drives business growth, brand engagement, and the efficient use of resources by unlocking new capabilities and insights for Marketing. BizOps works with teams across the company to build, connect, and improve the global data and technology needed for Marketing to deliver maximum impact. The team is visible throughout the organization, which depends on BizOps perspectives to inform important decisions and execute highly visible special projects that drive the ongoing growth and scalability of the marketing business.

BizOps is looking for a Growth Marketing Manager to help translate business objectives into learning agendas and testing roadmaps that will influence the strategies and decisions of the Marketing organization. This Manager will primarily oversee the global learning agenda for Full Funnel Marketing to unlock/test new capabilities, standardize measurement, evaluate business impact, and define best practices across the marketing funnel. This role will partner with a diverse set of stakeholders including global marketing, growth product, data science, and finance. They will also be external facing, working closely with advertising and insights platforms with whom we are experimenting.









At Netflix, we carefully consider a wide range of compensation factors to determine your personal top of market. We rely on market indicators to determine compensation and consider your specific job family, background, skills, and experience to get it right. These considerations can cause your compensation to vary and will also be dependent on your location.

The overall market range for roles in this area of Netflix is typically $225,000 - $325,000.

This market range is based on total compensation (vs. only base salary), which is in line with our compensation philosophy. Netflix is a unique culture and environment. Learn more here.

Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.

We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.
Show more","Seniority level
Not Applicable"
https://www.linkedin.com/jobs/view/data-analyst-1-at-lensa-4290648616?position=32&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=lI9k1O%2FzAA8TEK8EZHsV1g%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-accesshope-4289996496?position=33&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=8ocU0rzwvr9CVyG5KYGGfw%3D%3D,$48.00/hr - $81.00/hr,"AccessHope

Remote


At AccessHope, we’re Fighting cancer with everything we know™ by putting the ever-growing body of cancer knowledge to work for the greater good. Through a revolutionary employer health benefit offering, we remotely connect employees with cancer support services from National Cancer Institute (NCI)–Designated Comprehensive Cancer Centers. Instead of requiring those who have been diagnosed with cancer to come to the centers for renowned cancer expertise, AccessHope brings their support to the patient and their local oncologist—wherever they’re located—to improve care, outcomes, and value.

Hopeful for those we support, rebellious in our approach, and collaborative by breaking down barriers, AccessHope is seeking a Data Scientist to help us uniquely deploy the latest cancer knowledge to the places it’s needed most. As an ideal candidate, you’ll be responsible for collecting, analyzing, and interpreting large volumes of data to help organizations make informed decisions. You will work closely with cross-functional teams to identify business opportunities, develop data-driven solutions, and contribute to the overall data strategy of the organization.


















As a condition of employment, AccessHope requires staff to comply with all state and federal vaccination mandates.

Virtual within the Continental U.S.; support or collaboration across multiple time zones; may include travel up to 25%

The estimated pay scale represents the typical pay range AccessHope reasonably expects to pay for this position, with offers determined based on several factors which may include, but not be limited to, the candidate’s experience, expertise, skills, education, job scope, training, internal equity, geography/market, etc. This pay scale applies to the current posting only.

AccessHope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, identity, age, status as a protected veteran, or status as a qualified individual with disability.

Show more","Seniority level
Mid-Senior level"
https://www.linkedin.com/jobs/view/machine-learning-engineer-at-quantcast-4289032941?position=34&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=phWvRGdmZqGHW5M%2BKO%2FlTw%3D%3D,"$164,700.00/yr - $191,400.00/yr","At Quantcast, we're redefining what's possible in digital advertising. As a global Demand Side Platform (DSP) powered by AI, we help marketers connect with the right audiences and deliver measurable results across the Open Web. Our foundation is built on cutting-edge measurement and consumer analytics, giving our clients the tools they need to drive success in an ever-evolving digital landscape.

Since our start in 2006, we've pioneered industry firsts—from launching the original measurement platform for digital publishers to introducing the first AI-driven DSP. If you're ready to be part of a dynamic, forward-thinking team that thrives on creating transformative solutions, Quantcast is the perfect place to grow your career.

The Modeling team is responsible for Machine Learning (ML) systems at Quantcast. We build and maintain multiple ML products that price millions of bid requests per second in a real-time auction environment to maximize advertiser outcomes. For each bid our models predict age, gender, viewability, fraud, advertiser relevance and many more characteristics. Using NLP, clustering and LLMs we build topics in multiple languages to help our advertisers target customers interested in relevant content.

As a Machine Learning Engineer you care about the health and maintainability of our systems and the velocity of the engineering teams. You explore data, research new algorithms, experiment with proof of concepts, and build out scalable real-time production systems to tackle challenges the company faces.









The expected base salary range for this role is $164,700 - $191,400.

At Quantcast, we craft offers that reflect your unique skills, expertise, and geographic location. On top of a competitive salary, this position includes eligibility for a performance bonus, equity, and a comprehensive benefits package. Depending on your location, this may include generous vacation, medical, dental, and vision coverage, and retirement plans. For more details, visit our Careers page and see how we support our team. Please see the Applicant Privacy Notice for details on our applicant privacy policy.

Founded in 2006 and headquartered in San Francisco, we are a diverse, aligned community with offices across 10 countries worldwide. Join the team that unlocks potential.

Quantcast is an Equal Opportunity Employer.
Show more","Seniority level
Entry level"
https://www.linkedin.com/jobs/view/data-analyst-at-local-crafts-4289974787?position=35&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=a1a%2Bu9ylsxlW5ZLRjCIHvQ%3D%3D,"$61,800.00/yr - $78,500.00/yr","Location: Hybrid or Remote / Austin, TX / Dallas-Fort-Worth, TX / Vancouver, WA / Columbus, OH / Full Time

This position is not eligible for sponsorship or approved for third party recruiters.



We are seeking an innovative to join our team. You will play a crucial role in analyzing and interpreting complex data sets to help drive key marketing decisions. You will be responsible for gathering, cleansing, and transforming large datasets into actionable insights. This requires a strong understanding of statistical analysis and data modeling techniques. The ideal candidate will have a passion for data, strong problem-solving skills, and a keen attention to detail.







Our team consists of over 160 members located across the United States. With a shared commitment and passion for innovation, we value user-friendly designs and outstanding quality. Every day, we are dedicated to designing, creating, manufacturing, and delivering craft products to our enthusiastic makers worldwide.



formerly Premier Needle Arts) is responsible for managing a portfolio of seven well-known consumer brands: Berroco, Jimmy Beans Wool, Madelinetosh, Connecting Threads, Knit Picks, Superior Threads, and Crochet.com. Our approach is hands-on, and our priority is to provide fabrics, threads, yarns, and tools that align with our customers' preferences while maintaining exceptional quality.

Our products are available through various channels, including our dedicated consumer websites, Amazon, wholesale distributors, local retail partners, and consumer shows. Crafts Group is headquartered in Vancouver, WA and is part of the Blue Point Capital Partners family.

As an equal opportunity employer, Local Crafts Group is dedicated to fostering a supportive and inclusive work environment. We value each team member, empowering them to reach their full potential. We are committed to creating an inclusive atmosphere for all employees. Join us in inspiring a love for creativity among our customers.











We provide a competitive compensation and benefits package. Pay rates are based on your skills, experience and location; bonus opportunities are based on both company and individual performance.

The starting annual pay range is:

$67,725 - $73,100 in Vancouver, WA

$61,800 - $73,300 in Murray, UT

$58,656 - $68,800 in Columbus, OH

$61,100 - $77,400 in N Smithfield, RI

Candidates from different locations within the United States may receive varying salary offers.



Show more","Seniority level
Associate"
https://www.linkedin.com/jobs/view/junior-data-scientist-at-flexon-technologies-inc-4291301846?position=36&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=gHfNzrpUPyTFH0n6GqRw3w%3D%3D,,"Job Description:
Experience in Machine Learning and Deep Learning, including regression, classification, neural network, and Natural Language Processing (NLP).
Extensive experience on Natural Language Processing (NLP) libraries such as Spacy, NLTK, flair, and sklearn-crfsuite.
Show more","Seniority level
Entry level"
https://www.linkedin.com/jobs/view/data-scientist-at-elder-research-4290954585?position=37&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=bwgY5F7M%2FiswATlfLpuDFg%3D%3D,,"Job Title: Data Scientist

Location(s): Arlington, VA & Washington DC (DUE TO CUSTOMER REQUIREMENTS YOU MUST BE LOCATED IN THE GREATER WASHINGTON DC AREA)





interested in supporting the Government customer. . Candidates with profiles in this talent community can also expect to receive regular updates on relevant new job opportunities. Be sure to also apply to any relevant current funded/awarded openings, if available.



As a , you will work directly with clients, managers, and technical staff to understand business needs, develop technical plans, and deliver data-driven analytical solutions that solve client problems. You will primarily create and deploy predictive models from a wide variety of data sources and types using the latest mathematical and statistical methods and other emerging technologies.





(statistics, business, computer science, economics, mathematics, analytics, data science, social sciences, etc.,)

















Elder Research is a fast growing consulting firm specializing in predictive analytics. Being in the data mining business almost 30 years, we pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. We work hard to provide the best value to our clients and allow each person to contribute their ideas and put their skills to use immediately.

Our team members are passionate, curious, life-long learners. We value humility, servant-leadership, teamwork, and integrity. We seek to serve our clients and our teammates to the best of our abilities. In keeping with our entrepreneurial spirit, we want candidates who are self-motivated with an innate curiosity and strong team work.

Elder Research believes in continuous learning and community - each week the entire company attends a “Tech Talk” and each office location provides lunch. Elder Research provides a supportive work environment with established parental, bereavement, and PTO policies. By prioritizing a healthy work-life balance - with reasonable hours, solid pay, low travel, and extremely flexible time off - Elder Research enables and encourages its employees to serve others and enjoy their lives.

Elder Research, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.

Elder Research is a Government contractor and many of our positions require US Citizenship.
Show more","Seniority level
Mid-Senior level"
https://www.linkedin.com/jobs/view/data-analyst-i-at-rendr-4287161886?position=38&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=2nS2GyCpGn5K354uVCBYug%3D%3D,"$80,000.00/yr - $100,000.00/yr","Discover Better Health Careers with Rendr!

Who We Are

Rendr is the leading primary care focused, multi-specialty medical group dedicated to serving the Asian community in New York City. We strive to provide world-class, value-based health care with kindness at more than 100 clinical offices throughout Brooklyn, Manhattan, Queens, Staten Island, and Nassau County.











Rendr is a growing physician practice dedicated to serving the Chinese-American population throughout the New York metropolitan area. We bring together a group of world-class physicians with a proven executive leadership team and a robust care management platform to deliver the best care possible to this underserved population.

Rendr is a highly data-driven organization, and as we move forward, we are seeking the skills of a talented analyst to help manage our ever-increasing data needs. Our ideal candidate combines quantitative skills with a strong personal work-ethic and clear communication skills. This is a fast-paced and rapidly-evolving work environment, so candidates must be self-directed and able to manage themselves effectively to meet deadlines and deliver results. The ideal candidate will use their passion for big data and analytics to provide insights to the business covering a range of topics. They will be responsible for conducting both recurring and ad hoc analysis for business users.



The analyst in this position will work closely with executive leadership within the organization to analyze a wide variety of datasets across a number of topics, including:



In all cases, the analyst should be able to cleanly and accurately move from raw data files to results ready for discussion and presentation.









Rendr is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.

We look forward to reviewing your application and exploring the possibility of you joining our team!
Show more","Seniority level
Entry level"
https://www.linkedin.com/jobs/view/data-scientist-at-technology-ventures-4287162828?position=39&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=gyuWZ2T5tGM5Gxp92Hjp1A%3D%3D,,"Must Have Qualifications: Hands with SQL, SAS, Tableau, Excel, and Python knowledge.
Job Description
Experience in:
SQL, SAS (advanced)

Show more","Seniority level
Associate"
https://www.linkedin.com/jobs/view/data-scientist-at-nuro-4290884471?position=40&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=LhSB0dzCerGViAcD6iPOYg%3D%3D,"$125,400.00/yr - $188,100.00/yr","Who We Are:

Nuro is a self-driving technology company on a mission to make autonomy accessible to all. Founded in 2016, Nuro is building the world’s most scalable driver, combining cutting-edge AI with automotive-grade hardware. Nuro licenses its core technology, the Nuro Driver™, to support a wide range of applications, from robotaxis and commercial fleets to personally owned vehicles. With technology proven over years of self-driving deployments, Nuro gives the automakers and mobility platforms a clear path to AVs at commercial scale, empowering a safer, richer, and more connected future.



The Data Science team at Nuro is a centralized team and contributes advanced analytics and modeling expertise to enhance the development and operational performance of autonomous vehicle systems. As a Data Scientist, you will define key metrics, perform deep-dive analyses, and develop machine learning and statistical models to optimize autonomy systems performance and software deployment. You’ll own the full model lifecycle, from problem definition to productionization, and create model and visualization to monitor the model and software performance and deliver actionable insights. By fostering data-driven decision-making across the organization, you’ll play a pivotal role in enabling real-world autonomous vehicle operations.













At Nuro, your base pay is one part of your total compensation package. For this position, the reasonably expected base pay range is between $125,400 and $188,100 for the level at which this job has been scoped. Your base pay will depend on several factors, including your experience, qualifications, education, location, and skills. In the event that you are considered for a different level, a higher or lower pay range would apply. This position is also eligible for an annual performance bonus, equity, and a competitive benefits package.

Show more","Seniority level
Entry level"
https://www.linkedin.com/jobs/view/data-scientist-at-takeda-4287120132?position=41&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=fTBx%2BJsmsvV1I2W%2BGfuN3Q%3D%3D,"$111,800.00/yr - $175,670.00/yr","By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use. I further attest that all information I submit in my employment application is true to the best of my knowledge.



Pursuant to Section 20 C.F.R. 656.10, you are hereby notified that an application for Alien Employment Certification will be filed by Takeda Development Center Americas, Inc. for the following job opportunity

Cambridge, MA

Data Scientist

Takeda Development Center Americas, Inc. is seeking a Data Scientist with the following duties Collaborate with cross-functional stakeholders to develop descriptive, prescriptive, and predictive analytics, generating actionable insights to address complex business problems in drug development and market access; translate unstructured business problems into scalable data models, algorithms, and analytical frameworks, leading innovation through the full data science and machine learning lifecycle, from data engineering to model deployment; leverage advanced statistical and machine learning techniques to design and deliver data-driven solutions using Python, and create impactful visualizations with Tableau/Power BI for enhanced clinical and commercial decision-making; manipulate and analyze large-scale, high dimensional structured and unstructured datasets from clinical trials, real-world evidence (RWE), and regulatory databases (e.g., FDA), utilizing SQL and performing version control and cloud-based deployment on platforms like AWS; demonstrate expertise with pharmaceutical and healthcare datasets, including real-world data (RWD), clinical trial data, and drug safety information, proactively seeking insights through independent research and collaboration with subject matter experts in medical affairs, regulatory, and clinical operations; ensure high quality delivery of data science projects by implementing robust methodologies, quality control measures, and continuous improvement of data governance practices aligned with regulatory standards in Life Sciences. Up to 20% domestic travel required. Up to 80% remote work allowed from anywhere in the U.S.

Master’s degree in Computer Science, Information Systems, Math, Data Science in the Life Sciences Sector, or related field, plus 2 years of related experience. Prior experience must include collaborate with diverse stakeholders across functions to drive innovative solutions, transforming complex, unstructured business problems into data modeling and analytical strategies, and clearly communicating results and limitations; manipulate and analyze large, high-dimensional structured and unstructured datasets using query languages, managing code and version control with cloud computing infrastructure such as AWS; develop and implement data science projects across the lifecycle, using Python and visualization tools like Tableau and Power BI to create insightful analytics, along with descriptive, predictive, and prescriptive models in the Life Sciences sector; mentor and support colleagues, fostering the growth of the data science community, while building expertise in healthcare and pharmaceutical data through research with variety of datasets and tools like Komodo Health and Definitive Healthcare. Up to 20% travel required.

Full time. $126,500 - $186,000 per year. Competitive compensation and benefits.

Qualified applicants can apply at https //jobs.takeda.com. Please reference job # R0147941 . EOE

Any individual may provide documentary evidence bearing on this application, with information on available workers and information on wages and working conditions, to the Certifying Officer, U.S. Department of Labor, Employment and Training Administration, Office of Foreign Labor Certification, 200 Constitution Avenue, NW, Room N-5311, Washington, DC 20210.



Boston, MA



Employee



Regular



Full time
Show more","Seniority level
Entry level"
