href,payment,description,details
https://www.linkedin.com/jobs/view/junior-data-scientist-at-why-hiring-4288531655?position=11&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=tWb9qbe8hL%2F9rUzUAl6cDQ%3D%3D,,"At Why Hiring, we believe in the power of connecting talented individuals with incredible remote job opportunities. Our mission is to simplify the job search process and empower professionals to find fulfilling roles that align with their skills and passions, regardless of geographical constraints.",
https://www.linkedin.com/jobs/view/data-analyst-at-the-walt-disney-studios-4289959531?position=12&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=f6HvqqnAASo2TciHe262pA%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-analytics-trust-safety-new-york-at-tiktok-4274380704?position=13&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=SF8%2BdM%2FCnOulAKdePVTeQw%3D%3D,,,
https://www.linkedin.com/jobs/view/data-analyst-at-the-home-depot-4290106082?position=14&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=7gYQD6qKK5yqCDBbzIJOmA%3D%3D,,"Req154371



A Data Analyst Supply Chain leverages technical abilities to synthesize complex analytical tasks into easily understood data-driven stories. Responsible for working collaboratively with other analysts to apply established analytical processes on diverse datasets to deduce insights and solve real-world business problems. Also ensures that all reporting and analytical responsibilities are completed competently in a timely manner, continually seeking out opportunities to hone existing technical skills (e.g. writing SQL/code, statistics, machine learning, etc.) and learn new skills. Operates under the supervision and mentorship of more experienced managers and data scientists.





























































Apply End Date: 08/26/2025",
https://www.linkedin.com/jobs/view/data-scientist-data-insights-responsible-ai-at-chevron-4287107822?position=15&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=%2B5vdu3iClNH%2BFlGkspwB2g%3D%3D,,,
https://www.linkedin.com/jobs/view/data-analyst-i-at-lensa-4289736989?position=16&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=fxqtAa%2BRXDVN7Zb0%2BewNoQ%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-marketing-at-wealthfront-4274395060?position=17&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=FtLmpzk0zJYw2nAyUxLhHA%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-drt-strategies-4290941993?position=18&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=qs7Ns0v4F8Vt2o7zzhYzsg%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-rev-io-4289132389?position=19&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=EeUzlpnwCx5NgZqJKfTW9w%3D%3D,,"About Rev.io

Rev.io provides configurable software for billing, customer management, business management, payments, analytics, provisioning, and automation to service providers in telecommunications, Wireless & IoT, managed IT services, A/V, security integration, and other related industries. Our modern, cloud-based software delivers the industry’s most complete quote-to-cash experience, enabling our clients to grow their revenue efficiently.

Rev.io is an Atlanta-based company with offices in Atlanta and West Virginia. We have more than 21 years in business serving our clients. While we are very experienced in what we do, we are still growing rapidly, and we are looking for exceptional people who are excited to join us on a career-defining journey.

In all of our daily work, each of us is guided by our mission, vision and “ACT TOP” values.

To help clients grow revenue efficiently.

To be the best billing & back-office software company in the world by providing innovative solutions and extraordinary service to our clients and end users.







: We are seeking a highly skilled Data scientist to join our team and drive cutting-edge innovations in machine learning, deep learning, and natural language processing (NLP) applications. This role will focus on building and optimizing machine learning models and AI systems that support key business functions. You will work closely with cross-functional teams including Finance, Marketing, Client Success, and Product teams to transform business challenges into actionable insights.

The Data scientist will report directly to the Engineering Manager, and will work closely with the Engineering team, and other technology leaders to ensure that existing and new data solutions follow best practices and are highly performant.



The Data scientist will play a pivotal role in developing and applying machine learning models, NLP techniques, and deep learning methods to solve complex business problems. The role will focus on innovation, scalability, and the integration of AI-driven solutions into business processes. You will be responsible for designing, implementing, and optimizing solutions that deliver measurable business impact through advanced analytics, experimentation, and predictive modeling.













At Rev.io no employee or applicant will be treated less favorably on the grounds of their sex, marital status, race, color, nationality or ethnic or national origin, disability, gender, sexual orientation, gender identity, age, pregnancy or maternity, marital or civil partner status, or religion or belief. By clicking submit below, you consent to allow Rev.io to store and process the personal information submitted above.

Powered by JazzHR

lGS2bzHhkw",
https://www.linkedin.com/jobs/view/data-scientist-graduate-tiktok-product-data-science-2026-start-bs-ms-at-tiktok-4279283616?position=20&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=5RlLI2423SFrszIkVuWS%2BQ%3D%3D,,,
https://www.linkedin.com/jobs/view/quantitative-analyst-at-los-angeles-dodgers-4289993918?position=21&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=k6hhc4U6pbcYYGtcReBPkw%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-statistician-at-brycetech-4290961751?position=22&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=Q%2BeNWJg2sN0cdFRt2CD9nQ%3D%3D,,"Company Description

BryceTech is a trusted leader in complex technology domains, delivering data-driven solutions in aerospace, biosecurity, and defense. We specialize in systems engineering, advanced analytics, and R&D program and strategic advisory support. Our clients – including NASA, DoD, HHS, DHS, and other civil and national security agencies – rely on us to drive mission success and accelerate innovation.

BryceTech has been recognized in the Fast 50 ranking of top high-growth small businesses for four consecutive years and received a GovCon Contractor of the Year Award in 2023, underscoring our strong growth, competitive positioning, and excellence in federal contracting. With a proven track record of winning sought after contracts, scaling high-performance teams, and executing on critical government missions, BryceTech presents a compelling opportunity for strategic partnerships in the GovCon space.





The is seeking a to support its mission of strengthening U.S. economic competitiveness through robust, data-driven supply chain research and analytics. In this role, you will play a key part in transforming raw data into actionable insights that inform federal policy and strategic decision-making in support of U.S. industry.





Qualifications









Additional Information

Employment is contingent upon contract award.

BryceTech offers a full range of benefits, including competitive salary, a comprehensive health plan including dental and vision coverage, company-paid life & disability insurance policies, 401(k) plan with company match, and an educational reimbursement program.

All your information will be kept confidential according to EEO guidelines.",
https://www.linkedin.com/jobs/view/data-scientist-iii-remote-work-option-at-nike-4279141318?position=23&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=0iOMpZYqK2RVZCHcYRyEgQ%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-visa-4289520556?position=24&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=e%2BSx%2F929fg0Ms3uDpKPFgA%3D%3D,,,
https://www.linkedin.com/jobs/view/jr-data-analyst-part-time-at-lensa-4288675015?position=25&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=q1zR9Vud2IzTd1zcyYhMTQ%3D%3D,,"Lensa is a career site that helps job seekers find great jobs in the US. We are not a staffing firm or agency. Lensa does not hire directly for these jobs, but promotes jobs on LinkedIn on behalf of its direct clients, recruitment ad agencies, and marketing partners. Lensa partners with DirectEmployers to promote this job for Insight Global. Clicking ""Apply Now"" or ""Read more"" on Lensa redirects you to the job board/employer site. Any information collected there is subject to their terms and privacy notice.



Insight Global's banking client is looking to bring on a Jr. Data Analyst part-time to help improve business operations. The analyst's primary duties involve collaborating with internal teams to identify data needs, designing analytical approaches, and verifying the integrity of data. Day-to-day they will extract data using SQL and build and update Power BI dashboards and reports to showcase key metrics and trends. Additional responsibilities include gaining familiarity with data sources, assisting with ongoing business intelligence efforts, resolving data processing issues, and supporting cross-functional analytical initiatives. Also, they will design, implement, and maintain robust ETL processes to automate financial and operational processes. This data analyst must have great written and verbal communication skills, and a collaborative spirit.

We are a company committed to creating inclusive environments where people can bring their full, authentic selves to work every day. We are an equal opportunity employer that believes everyone matters. Qualified candidates will receive consideration for employment opportunities without regard to race, religion, sex, age, marital status, national origin, sexual orientation, citizenship status, disability, or any other status or characteristic protected by applicable laws, regulations, and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or recruiting process, please send a request to Human Resources Request Form (https://airtable.com/app21VjYyxLDIX0ez/shrOg4IQS1J6dRiMo) . The EEOC ""Know Your Rights"" Poster is available here (https://www.eeoc.gov/sites/default/files/2023-06/22-088_EEOC_KnowYourRights6.12ScreenRdr.pdf) .

To learn more about how we collect, keep, and process your private information, please review Insight Global's Workforce Privacy Policy: https://insightglobal.com/workforce-privacy-policy/ .





We are a company committed to creating diverse and inclusive environments where people can bring their full, authentic selves to work every day. We are an equal employment opportunity/affirmative action employer that believes everyone matters. Qualified candidates will receive consideration for employment without regard to race, color, ethnicity, religion,sex (including pregnancy), sexual orientation, gender identity and expression, marital status, national origin, ancestry, genetic factors, age, disability, protected veteran status, military oruniformed service member status, or any other status or characteristic protected by applicable laws, regulations, andordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request to HR@insightglobal.com.

If you have questions about this posting, please contact support@lensa.com
Show more","Seniority level
Entry level"
https://www.linkedin.com/jobs/view/data-scientist-music-at-spotify-4289230160?position=26&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=CXOg%2FVnFiNVK0JE6SL5Ccw%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-standard-motor-products-4276863988?position=27&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=Eq7At7NJ43JqjQ%2Brui08Iw%3D%3D,,"Role Overview

We’re seeking a detail-oriented and intellectually curious Entry-Level Data Analyst to join our data-driven team. In this support role, you’ll work closely with experienced analysts and cross-functional teams to transform raw data into actionable insights that shape strategic business decisions.













Join a data-driven team where curiosity meets impact. We’re looking for a passionate and detail-oriented Data Analyst with a strong foundation in business intelligence to shape smarter decisions through insightful analytics and scalable solutions.








Education:",
https://www.linkedin.com/jobs/view/data-analyst-at-the-value-maximizer-4289975030?position=28&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=30Pjx%2FDPVe0gF2KazADHWw%3D%3D,,Key Responsibilities,
https://www.linkedin.com/jobs/view/jr-data-scientist-austin-jr-developer-program-at-amazon-4278528600?position=29&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=NRUEcxYoSWugaW5afr3yIw%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-delart-4287613738?position=30&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=2WOxAHtoNlqWgvfXF3JIqw%3D%3D,,"About the job

Delart is home to a team of world-class engineers and project leaders dedicated to developing the next generation of advanced networking technologies, consumer devices, and innovative technology solutions. Trusted by some of the world's leading technology companies, we deliver highly scalable, mission-critical solutions that power both consumer and business applications globally. Since our founding in 2017, we have been at the forefront of designing cutting-edge networking, telecommunications, and consumer products, while driving end-to-end project execution and creating transformative technology applications.



Join a leading technology firm as a Data Scientist where you will harness your expertise in Python and statistical modeling to drive impactful data-driven insights. This role involves leveraging your robust skills in the Python data science stack and SQL to build and maintain data pipelines, develop statistical models, and provide actionable insights to cross-functional teams. A background in networking is advantageous, enriching the breadth of data-based solutions.















Delart provides competitive benefits and compensation across all regions where we operate. In the United States, our benefits package includes premium PPO and HMO medical insurance, dental and vision coverage, flexible spending accounts (FSA), life insurance, short- and long-term disability insurance, a company-matched 401(k) plan, and a generous paid time off policy.

Join us in shaping the future of technology. Apply today!",
https://www.linkedin.com/jobs/view/manager-marketing-business-operations-growth-marketing-strategy-at-netflix-4286766258?position=31&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=NX3W2gQf9fAqOgk0iDPmAg%3D%3D,,,
https://www.linkedin.com/jobs/view/data-analyst-1-at-lensa-4290648616?position=32&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=lI9k1O%2FzAA8TEK8EZHsV1g%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-accesshope-4289996496?position=33&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=8ocU0rzwvr9CVyG5KYGGfw%3D%3D,,,
https://www.linkedin.com/jobs/view/machine-learning-engineer-at-quantcast-4289032941?position=34&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=phWvRGdmZqGHW5M%2BKO%2FlTw%3D%3D,,,
https://www.linkedin.com/jobs/view/data-analyst-at-local-crafts-4289974787?position=35&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=a1a%2Bu9ylsxlW5ZLRjCIHvQ%3D%3D,,,
https://www.linkedin.com/jobs/view/junior-data-scientist-at-flexon-technologies-inc-4291301846?position=36&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=gHfNzrpUPyTFH0n6GqRw3w%3D%3D,,Job Description:,
https://www.linkedin.com/jobs/view/data-scientist-at-elder-research-4290954585?position=37&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=bwgY5F7M%2FiswATlfLpuDFg%3D%3D,,"Job Title: Data Scientist







interested in supporting the Government customer. . Candidates with profiles in this talent community can also expect to receive regular updates on relevant new job opportunities. Be sure to also apply to any relevant current funded/awarded openings, if available.



As a , you will work directly with clients, managers, and technical staff to understand business needs, develop technical plans, and deliver data-driven analytical solutions that solve client problems. You will primarily create and deploy predictive models from a wide variety of data sources and types using the latest mathematical and statistical methods and other emerging technologies.





(statistics, business, computer science, economics, mathematics, analytics, data science, social sciences, etc.,)

















Elder Research is a fast growing consulting firm specializing in predictive analytics. Being in the data mining business almost 30 years, we pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. We work hard to provide the best value to our clients and allow each person to contribute their ideas and put their skills to use immediately.

Our team members are passionate, curious, life-long learners. We value humility, servant-leadership, teamwork, and integrity. We seek to serve our clients and our teammates to the best of our abilities. In keeping with our entrepreneurial spirit, we want candidates who are self-motivated with an innate curiosity and strong team work.

Elder Research believes in continuous learning and community - each week the entire company attends a “Tech Talk” and each office location provides lunch. Elder Research provides a supportive work environment with established parental, bereavement, and PTO policies. By prioritizing a healthy work-life balance - with reasonable hours, solid pay, low travel, and extremely flexible time off - Elder Research enables and encourages its employees to serve others and enjoy their lives.

Elder Research, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.

Elder Research is a Government contractor and many of our positions require US Citizenship.",
https://www.linkedin.com/jobs/view/data-analyst-i-at-rendr-4287161886?position=38&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=2nS2GyCpGn5K354uVCBYug%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-technology-ventures-4287162828?position=39&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=gyuWZ2T5tGM5Gxp92Hjp1A%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-nuro-4290884471?position=40&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=LhSB0dzCerGViAcD6iPOYg%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-takeda-4287120132?position=41&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=fTBx%2BJsmsvV1I2W%2BGfuN3Q%3D%3D,,,
https://www.linkedin.com/jobs/view/data-analyst-at-local-crafts-4289980077?position=42&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=ZY9Te3ixgER5ElF8arMIog%3D%3D,,,
https://www.linkedin.com/jobs/view/business-intelligence-data-analyst-at-simplepractice-4274385912?position=43&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=CFzrCi%2Bjv5af6x0Csp8KNw%3D%3D,,,
https://www.linkedin.com/jobs/view/data-analyst-at-alta-it-services-llc-4289101690?position=44&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=TpeYCX6jSeBxEOW8wtnnHw%3D%3D,,,
https://www.linkedin.com/jobs/view/analyst-at-cantor-fitzgerald-4288270158?position=45&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=%2F2a%2BHmWGMWsM3QhO2F4fKg%3D%3D,,,
https://www.linkedin.com/jobs/view/data-analytics-internship-at-summit-4288818422?position=46&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=XL6sC%2B8BiSVaP9NJRgWqmQ%3D%3D,,"As a Data Analytics Intern at Summit Agricultural Group, you will gain hands on experience within a diverse organization to help drive business needs. This opportunity will analyze trends, create reports, and support various projects while working closely with other analyst team members. The position will be based at our Alden, Iowa headquarters.

Internship Program

Summit’s internship program is tailored to give you a unique experience while allowing you to grow in your area of study. You’ll be expected to work hard and think with an “entrepreneurial spirit” in order to contribute your ideas for improving Summit’s businesses. While you will report to the Director of IT, your overall experience will be overseen by our Internship Program Coordinator, who will help to ensure a successful internship experience for you. At the end of the summer, you will have the opportunity to present a comprehensive presentation to Summit’s management team outlining the experiences, results and accomplishments you experienced during your time in the program.







Show more","Seniority level
Internship"
https://www.linkedin.com/jobs/view/data-analyst-at-helic-co-4290939633?position=47&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=Pc%2FdlA6Cv9pNExPoejwaLA%3D%3D,,"Job Summary:
We are looking for a detail-oriented and analytical Data Analyst to collect, process, and perform statistical analyses on large datasets. The ideal candidate has a strong foundation in data analytics, critical thinking skills, and the ability to transform data into actionable insights to support strategic decision-making.",
https://www.linkedin.com/jobs/view/ml-engineer-at-oumi-4289988365?position=48&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=yRXrylrVGfs6im%2FEs9R5WA%3D%3D,,,
https://www.linkedin.com/jobs/view/associate-data-scientist-at-lensa-4291235494?position=49&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=0PYHtpAFNnmdzA6c%2FottTg%3D%3D,,,
https://www.linkedin.com/jobs/view/analyst-advanced-analytics-bi-at-disney-experiences-4289269809?position=50&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=xhG9hvNwoQS%2B5NPu4%2BoIhw%3D%3D,,"Analyst – Advanced Analytics & Business Intelligence



The Media & Growth Marketing (MGM) team is focused on delivering powerful customer experiences across marketing touch points, by leveraging data and tools to bring marketing to life. The MGM team is part of the Global Marketing Center of Excellence within Disney Experiences (DX) and plays a vital role in campaign activation. The MGM Advanced Analytics and BI team leads consumer analytics and business intelligence for Direct Channel marketing campaigns, focused on improving targeting, messaging, and channel strategies using data-driven insights. We accomplish these capabilities with partnerships internally within Disney, as well with external vendors and software suppliers.



This Data Science and Business Intelligence-focused role on the MGM Advanced Analytics & BI team consists of the following functions: Developing analyses, predictive models, self-service end-user tools, dashboards and work flows demonstrating Machine Learning algorithms, and innovative technologies such as Snowflake, Dataiku, and Tableau. This role will also work with multi-functional partners to showcase insights while recommending applications that advance DX Marketing and Audience strategies.



Overall







We are looking for a foundation in applying data science modeling techniques and proper statistical testing methodology to guest behavior (resorts, cruises, theme park tickets, merchandise) and Marketing engagement. We desire someone who is comfortable researching and creating solutions.







Our Benefits: Disney offers a rewards package to help you live your best life. This includes health and savings benefits, educational opportunities and special extras that only Disney can provide. Learn more about our benefits and perks at https://jobs.disneycareers.com/benefits

#DXMedia

#DXMarketing",
https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4286392169?position=51&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=PI20BpYgPiaOSvwn8%2BG8JA%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-intellect-group-4279648463?position=52&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=90JvwaumyQ4ZA1SQaSKXvg%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-stefanini-north-america-and-apac-4289945648?position=53&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=h9wlo67HepPEt7QKTn4g7g%3D%3D,,,
https://www.linkedin.com/jobs/view/data-scientist-at-appriss-retail-4291043933?position=54&pageNum=0&refId=V500JIdIWVUq1XY%2Bscie6A%3D%3D&trackingId=GbZa6LJJV4rhRQn%2B1PR%2FmA%3D%3D,,,
